,prompt,completion
145,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Medicaid would be at risk of being taken away from poor children .

###

"," Medicaid: Misc
would: O
be: O
at: O
risk: O
of: O
being: O
taken: O
away: O
from: O
poor: O
children: O
.: O

***END***"
146,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Halftime 0-0 .

###

"," Halftime: O
0-0: O
.: O

***END***"
147,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

William J. Mercer , IVAC president and chief executive officer , will become the president and CEO of Advanced Medical .

###

"," William J. Mercer: Person
,: O
IVAC: Organisation
president: O
and: O
chief: O
executive: O
officer: O
,: O
will: O
become: O
the: O
president: O
and: O
CEO: O
of: O
Advanced Medical: Organisation
.: O

***END***"
148,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Sydney City 20 14 1 5 487 293 29

###

"," Sydney City: Organisation
20: O
14: O
1: O
5: O
487: O
293: O
29: O

***END***"
149,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Several people were also wounded , it said .

###

"," Several: O
people: O
were: O
also: O
wounded: O
,: O
it: O
said: O
.: O

***END***"
150,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Zenith lands $ 1 billion contract , plans $ 100 million plant .

###

"," Zenith: Organisation
lands: O
$: O
1: O
billion: O
contract: O
,: O
plans: O
$: O
100: O
million: O
plant: O
.: O

***END***"
151,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

5. Marina Trandenkova ( Russia ) 22.84

###

"," 5.: O
Marina Trandenkova: Person
(: O
Russia: Location
): O
22.84: O

***END***"
152,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

He again accused the news media of erroneous reporting on his case but did not signal any plans for lawsuits as he did on Wednesday in an address at a jam-packed Washington church .

###

"," He: O
again: O
accused: O
the: O
news: O
media: O
of: O
erroneous: O
reporting: O
on: O
his: O
case: O
but: O
did: O
not: O
signal: O
any: O
plans: O
for: O
lawsuits: O
as: O
he: O
did: O
on: O
Wednesday: O
in: O
an: O
address: O
at: O
a: O
jam-packed: O
Washington: Location
church: O
.: O

***END***"
153,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Happy Birthday to our Dearest Mother , "" read a placard at the Shishu Bhavan children 's home in central Calcutta run by Mother Teresa 's Missionaries of Charity .

###

"," Happy: O
Birthday: O
to: O
our: O
Dearest: O
Mother: O
,: O
"": O
read: O
a: O
placard: O
at: O
the: O
Shishu Bhavan: Organisation
children: O
's: O
home: O
in: O
central: O
Calcutta: Location
run: O
by: O
Mother Teresa: Person
's: O
Missionaries of Charity: Organisation
.: O

***END***"
154,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

But new Springbok skipper Gary Teichmann has recovered from a bruised thigh and is ready to play , coach Andre Markgraaff said .

###

"," But: O
new: O
Springbok: Organisation
skipper: O
Gary Teichmann: Person
has: O
recovered: O
from: O
a: O
bruised: O
thigh: O
and: O
is: O
ready: O
to: O
play: O
,: O
coach: O
Andre Markgraaff: Person
said: O
.: O

***END***"
155,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Freezing occurs at 0 Celsius ( 32.0 F ) .

###

"," Freezing: O
occurs: O
at: O
0: O
Celsius: Misc
(: O
32.0: O
F: Misc
): O
.: O

***END***"
156,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Magnus Gustafsson ( Sweden ) beat Carlos Costa ( Spain ) 7-5 4-6 7-6 ( 7-4 ) 6-3

###

"," Magnus Gustafsson: Person
(: O
Sweden: Location
): O
beat: O
Carlos Costa: Person
(: O
Spain: Location
): O
7-5: O
4-6: O
7-6: O
(: O
7-4: O
): O
6-3: O

***END***"
157,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CHICAGO 63 62 .504 4

###

"," CHICAGO: Organisation
63: O
62: O
.504: O
4: O

***END***"
158,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

First Union National Bank of Florida said on Wednesday it agreed to settle a class action law suit involving its collateral protection insurance ( CPI ) program .

###

"," First Union National Bank of Florida: Organisation
said: O
on: O
Wednesday: O
it: O
agreed: O
to: O
settle: O
a: O
class: O
action: O
law: O
suit: O
involving: O
its: O
collateral: O
protection: O
insurance: O
(: O
CPI: Misc
): O
program: O
.: O

***END***"
159,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The official state news agency Petra said Kabariti would hold discussions "" on the latest developments in the peace process and bilateral cooperation "" .

###

"," The: O
official: O
state: O
news: O
agency: O
Petra: Organisation
said: O
Kabariti: Person
would: O
hold: O
discussions: O
"": O
on: O
the: O
latest: O
developments: O
in: O
the: O
peace: O
process: O
and: O
bilateral: O
cooperation: O
"": O
.: O

***END***"
160,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MANILA 1996-08-26

###

"," MANILA: Location
1996-08-26: O

***END***"
161,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Results of Australian rugby league matches played at the weekend .

###

"," Results: O
of: O
Australian: Misc
rugby: O
league: O
matches: O
played: O
at: O
the: O
weekend: O
.: O

***END***"
162,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

( Haessler 33rd , Dundee 45th , Keller 90th ) .

###

"," (: O
Haessler: Person
33rd: O
,: O
Dundee: Person
45th: O
,: O
Keller: Person
90th: O
): O
.: O

***END***"
163,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Cooper

###

"," Cooper: Person

***END***"
164,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

out , A. Wells 51 ) v Northamptonshire .

###

"," out: O
,: O
A. Wells: Person
51: O
): O
v: O
Northamptonshire: Organisation
.: O

***END***"
165,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

3. Ferrari 48

###

"," 3.: O
Ferrari: Organisation
48: O

***END***"
166,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

ST LOUIS AT HOUSTON

###

"," ST LOUIS: Organisation
AT: O
HOUSTON: Location

***END***"
167,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Britain gave 8.5 million pounds ( $ 13 million ) to Montserrat , which is one of its dependent territories , when the volcano first became active .

###

"," Britain: Location
gave: O
8.5: O
million: O
pounds: O
(: O
$: O
13: O
million: O
): O
to: O
Montserrat: Location
,: O
which: O
is: O
one: O
of: O
its: O
dependent: O
territories: O
,: O
when: O
the: O
volcano: O
first: O
became: O
active: O
.: O

***END***"
168,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

It also offers to refinance up to 50 percent of the debt held by state banks whose governments decide to keep control of their banks .

###

"," It: O
also: O
offers: O
to: O
refinance: O
up: O
to: O
50: O
percent: O
of: O
the: O
debt: O
held: O
by: O
state: O
banks: O
whose: O
governments: O
decide: O
to: O
keep: O
control: O
of: O
their: O
banks: O
.: O

***END***"
169,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

In its first presidential election in 1992 Meri won the necessary votes in in a parliamentary election against Ruutel .

###

"," In: O
its: O
first: O
presidential: O
election: O
in: O
1992: O
Meri: Person
won: O
the: O
necessary: O
votes: O
in: O
in: O
a: O
parliamentary: O
election: O
against: O
Ruutel: Person
.: O

***END***"
170,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

France on Saturday handed a suspected member of the Basque separatist group ETA to Spanish authorities , French Interior Ministry officials said .

###

"," France: Location
on: O
Saturday: O
handed: O
a: O
suspected: O
member: O
of: O
the: O
Basque: Misc
separatist: O
group: O
ETA: Organisation
to: O
Spanish: Misc
authorities: O
,: O
French: Misc
Interior Ministry: Organisation
officials: O
said: O
.: O

***END***"
171,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

8. Michael Mollenbeck ( Germany ) 59.24

###

"," 8.: O
Michael Mollenbeck: Person
(: O
Germany: Location
): O
59.24: O

***END***"
172,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Daoud said books by other authors , including British Journalist Patrick Seale , were also banned .

###

"," Daoud: Person
said: O
books: O
by: O
other: O
authors: O
,: O
including: O
British: Misc
Journalist: O
Patrick Seale: Person
,: O
were: O
also: O
banned: O
.: O

***END***"
173,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Willem II Tilburg 1 RKC Waalwijk 3

###

"," Willem II Tilburg: Organisation
1: O
RKC Waalwijk: Organisation
3: O

***END***"
174,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

30 Year A-rated Housing Rev 6.05 % 6.00 % +0.05

###

"," 30: O
Year: O
A-rated: O
Housing: O
Rev: O
6.05: O
%: O
6.00: O
%: O
+0.05: O

***END***"
175,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

4. Jon Drummond ( U.S. ) 20.42

###

"," 4.: O
Jon Drummond: Person
(: O
U.S.: Location
): O
20.42: O

***END***"
176,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

-- London Newsroom +44 171 542 8863

###

"," --: O
London Newsroom: Organisation
+44: O
171: O
542: O
8863: O

***END***"
177,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

P.V. Krishnamoorthy

###

"," P.V. Krishnamoorthy: Person

***END***"
178,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The airport spokesman said the six hijackers , who police said were armed with grenades and possibly other explosives , were believed to be Iraqi nationals .

###

"," The: O
airport: O
spokesman: O
said: O
the: O
six: O
hijackers: O
,: O
who: O
police: O
said: O
were: O
armed: O
with: O
grenades: O
and: O
possibly: O
other: O
explosives: O
,: O
were: O
believed: O
to: O
be: O
Iraqi: Misc
nationals: O
.: O

***END***"
179,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Other income 1.90 vs 2.07

###

"," Other: O
income: O
1.90: O
vs: O
2.07: O

***END***"
180,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Goalkeepers - Vitor Baia , Rui Correia .

###

"," Goalkeepers: O
-: O
Vitor Baia: Person
,: O
Rui Correia: Person
.: O

***END***"
181,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The solitary wicket to fall was Asif Mujtaba , run out for 13 attempting a second run to third man where Lewis was lurking with a point to prove .

###

"," The: O
solitary: O
wicket: O
to: O
fall: O
was: O
Asif Mujtaba: Person
,: O
run: O
out: O
for: O
13: O
attempting: O
a: O
second: O
run: O
to: O
third: O
man: O
where: O
Lewis: Person
was: O
lurking: O
with: O
a: O
point: O
to: O
prove: O
.: O

***END***"
182,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

62 Paul Broadhurst

###

"," 62: O
Paul Broadhurst: Person

***END***"
183,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" Several service centers indicated that while their volume of orders remains constant , the size-per-order continues to be smaller than what was realised during the first five months of the year , "" the CBSA said .

###

"," "": O
Several: O
service: O
centers: O
indicated: O
that: O
while: O
their: O
volume: O
of: O
orders: O
remains: O
constant: O
,: O
the: O
size-per-order: O
continues: O
to: O
be: O
smaller: O
than: O
what: O
was: O
realised: O
during: O
the: O
first: O
five: O
months: O
of: O
the: O
year: O
,: O
"": O
the: O
CBSA: Organisation
said: O
.: O

***END***"
184,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

---

###

"," ---: O

***END***"
185,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" When I saw the new draw I did n't have to change my preparation , "" Medvedev said . ""

###

"," "": O
When: O
I: O
saw: O
the: O
new: O
draw: O
I: O
did: O
n't: O
have: O
to: O
change: O
my: O
preparation: O
,: O
"": O
Medvedev: Person
said: O
.: O
"": O

***END***"
186,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Sudanese rebels say missionaries should be freed .

###

"," Sudanese: Misc
rebels: O
say: O
missionaries: O
should: O
be: O
freed: O
.: O

***END***"
187,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Bill Berkrot

###

"," Bill Berkrot: Person

***END***"
188,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

1972 - At the Olympic Games , U.S. swimmer Mark Spitz won his seventh gold medal , a record for a single Olympiad .

###

"," 1972: O
-: O
At: O
the: O
Olympic Games: Misc
,: O
U.S.: Location
swimmer: O
Mark Spitz: Person
won: O
his: O
seventh: O
gold: O
medal: O
,: O
a: O
record: O
for: O
a: O
single: O
Olympiad: Misc
.: O

***END***"
189,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CPI ( pct ) July +0.4m / m ; 23.0yr / yr ( June +0.9;+23.6 )

###

"," CPI: O
(: O
pct: O
): O
July: O
+0.4m: O
/: O
m: O
;: O
23.0yr: O
/: O
yr: O
(: O
June: O
+0.9;+23.6: O
): O

***END***"
190,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

NICOSIA 1996-08-24

###

"," NICOSIA: Location
1996-08-24: O

***END***"
191,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MING PAO DAILY NEWS said it hoped Chinese officials would soon open dialogue with Hong Kong 's Democratic Party and the newly-established democracy lobby , Frontier , in order to ease anxieties in the lead-up to the handover .

###

"," MING PAO DAILY NEWS: Organisation
said: O
it: O
hoped: O
Chinese: Misc
officials: O
would: O
soon: O
open: O
dialogue: O
with: O
Hong Kong: Location
's: O
Democratic Party: Organisation
and: O
the: O
newly-established: O
democracy: O
lobby: O
,: O
Frontier: Organisation
,: O
in: O
order: O
to: O
ease: O
anxieties: O
in: O
the: O
lead-up: O
to: O
the: O
handover: O
.: O

***END***"
192,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

VANCOUVER , British Columbia 1996-08-28

###

"," VANCOUVER: Location
,: O
British Columbia: Location
1996-08-28: O

***END***"
193,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

THU M&R YR DIV 31.7 10.5-42.3 47.0

###

"," THU: O
M&R: Organisation
YR: O
DIV: O
31.7: O
10.5-42.3: O
47.0: O

***END***"
194,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Albanian moderates want autonomy restored but hardliners want to join up with neighbouring Albania .

###

"," Albanian: Misc
moderates: O
want: O
autonomy: O
restored: O
but: O
hardliners: O
want: O
to: O
join: O
up: O
with: O
neighbouring: O
Albania: Location
.: O

***END***"
195,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

On Monday , he had offered to talk to leaders of the United People 's Front Nepal ( Bhattarai ) , the Maoist faction which leads the insurgency .

###

"," On: O
Monday: O
,: O
he: O
had: O
offered: O
to: O
talk: O
to: O
leaders: O
of: O
the: O
United People 's Front Nepal: Organisation
(: O
Bhattarai: Organisation
): O
,: O
the: O
Maoist: Misc
faction: O
which: O
leads: O
the: O
insurgency: O
.: O

***END***"
196,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Richmond-based retailer lost $ 95.7 million in the fiscal year ended February 3 .

###

"," The: O
Richmond-based: Misc
retailer: O
lost: O
$: O
95.7: O
million: O
in: O
the: O
fiscal: O
year: O
ended: O
February: O
3: O
.: O

***END***"
197,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The 24-year-old Gabrich , who signed for an undisclosed fee from the Argentine side Newell Old Boys , is set to join Dutch international Patrick Kluivert in the Ajax forward line .

###

"," The: O
24-year-old: O
Gabrich: Person
,: O
who: O
signed: O
for: O
an: O
undisclosed: O
fee: O
from: O
the: O
Argentine: Misc
side: O
Newell Old Boys: Organisation
,: O
is: O
set: O
to: O
join: O
Dutch: Misc
international: O
Patrick Kluivert: Person
in: O
the: O
Ajax: Organisation
forward: O
line: O
.: O

***END***"
198,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

All three wounded are in a satisfactory condition in hospital .

###

"," All: O
three: O
wounded: O
are: O
in: O
a: O
satisfactory: O
condition: O
in: O
hospital: O
.: O

***END***"
199,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

It said Netanyahu had yet to give Weizman an answer .

###

"," It: O
said: O
Netanyahu: Person
had: O
yet: O
to: O
give: O
Weizman: Person
an: O
answer: O
.: O

***END***"
200,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" With high-yielding markets Italy will be a lot more vulnerable in September on economic and political fronts , so I would use current the low level of vol to buy options .

###

"," "": O
With: O
high-yielding: O
markets: O
Italy: Location
will: O
be: O
a: O
lot: O
more: O
vulnerable: O
in: O
September: O
on: O
economic: O
and: O
political: O
fronts: O
,: O
so: O
I: O
would: O
use: O
current: O
the: O
low: O
level: O
of: O
vol: O
to: O
buy: O
options: O
.: O

***END***"
201,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SOCCER - DUTCH FIRST DIVISION RESULTS / TABLE .

###

"," SOCCER: O
-: O
DUTCH: Misc
FIRST: O
DIVISION: O
RESULTS: O
/: O
TABLE: O
.: O

***END***"
202,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MANCHESTER , England 1996-08-29

###

"," MANCHESTER: Location
,: O
England: Location
1996-08-29: O

***END***"
203,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MATURITY SER A SER B SER A SER B

###

"," MATURITY: O
SER: O
A: O
SER: O
B: O
SER: O
A: O
SER: O
B: O

***END***"
204,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The greatest increase was in the East North Central region .

###

"," The: O
greatest: O
increase: O
was: O
in: O
the: O
East North Central: Location
region: O
.: O

***END***"
205,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

ATHENS 1996-08-22

###

"," ATHENS: Location
1996-08-22: O

***END***"
206,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Fox said he had brought up the issue at every meeting he had had with government leaders in Dhaka .

###

"," Fox: Person
said: O
he: O
had: O
brought: O
up: O
the: O
issue: O
at: O
every: O
meeting: O
he: O
had: O
had: O
with: O
government: O
leaders: O
in: O
Dhaka: Location
.: O

***END***"
207,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Mohammed Saleh , director of the Egyptian Museum , told Reuters television a U.S. team found the pots , some of which contain human intestines , in a tomb built into the rocks while digging in Dahshour , a village 40 km ( 25 miles ) south of Cairo .

###

"," Mohammed Saleh: Person
,: O
director: O
of: O
the: O
Egyptian: Misc
Museum: O
,: O
told: O
Reuters: Organisation
television: O
a: O
U.S.: Location
team: O
found: O
the: O
pots: O
,: O
some: O
of: O
which: O
contain: O
human: O
intestines: O
,: O
in: O
a: O
tomb: O
built: O
into: O
the: O
rocks: O
while: O
digging: O
in: O
Dahshour: Location
,: O
a: O
village: O
40: O
km: O
(: O
25: O
miles: O
): O
south: O
of: O
Cairo: Location
.: O

***END***"
208,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" The Arabs demand that our Arab leaders undergo a compulsory examination by a team of psychiatrists to see how sound their mental capacities are , "" the editorial said .

###

"," "": O
The: O
Arabs: Misc
demand: O
that: O
our: O
Arab: Misc
leaders: O
undergo: O
a: O
compulsory: O
examination: O
by: O
a: O
team: O
of: O
psychiatrists: O
to: O
see: O
how: O
sound: O
their: O
mental: O
capacities: O
are: O
,: O
"": O
the: O
editorial: O
said: O
.: O

***END***"
209,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

DTD : 09/01/96 SURE BID : N

###

"," DTD: O
:: O
09/01/96: O
SURE: O
BID: O
:: O
N: O

***END***"
210,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

BANGKOK 1996-08-22

###

"," BANGKOK: Location
1996-08-22: O

***END***"
211,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" We have always avoided the question of numbers of animals to be slaughtered , that 's not the issue .

###

"," "": O
We: O
have: O
always: O
avoided: O
the: O
question: O
of: O
numbers: O
of: O
animals: O
to: O
be: O
slaughtered: O
,: O
that: O
's: O
not: O
the: O
issue: O
.: O

***END***"
212,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

1768 - Francois-Rene ( Vicomte de ) Chateaubriand born .

###

"," 1768: O
-: O
Francois-Rene ( Vicomte de ) Chateaubriand: Person
born: O
.: O

***END***"
213,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Torpedo 6 3 1 2 8 7 10

###

"," Torpedo: Organisation
6: O
3: O
1: O
2: O
8: O
7: O
10: O

***END***"
214,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

- Black market booms in the shadow of state-run supermarkets .

###

"," -: O
Black: O
market: O
booms: O
in: O
the: O
shadow: O
of: O
state-run: O
supermarkets: O
.: O

***END***"
215,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Queens Park Rangers 2 2 0 0 4 2 6

###

"," Queens Park Rangers: Organisation
2: O
2: O
0: O
0: O
4: O
2: O
6: O

***END***"
216,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

RTRS - Queensland gunman evades police in bush hunt .

###

"," RTRS: Organisation
-: O
Queensland: Location
gunman: O
evades: O
police: O
in: O
bush: O
hunt: O
.: O

***END***"
217,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The 70 teams in this year 's race will will trek glaciers , climb mountains , whitewater raft , horseback ride , canoe and mountain bike along the grueling course .

###

"," The: O
70: O
teams: O
in: O
this: O
year: O
's: O
race: O
will: O
will: O
trek: O
glaciers: O
,: O
climb: O
mountains: O
,: O
whitewater: O
raft: O
,: O
horseback: O
ride: O
,: O
canoe: O
and: O
mountain: O
bike: O
along: O
the: O
grueling: O
course: O
.: O

***END***"
218,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

NOTE - Orii Corp makes automation equipment .

###

"," NOTE: O
-: O
Orii Corp: Organisation
makes: O
automation: O
equipment: O
.: O

***END***"
219,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Miners led by Cozma rioted in Bucharest in 1990 and 1991 , bringing down the reformist government of premier Petre Roman .

###

"," Miners: O
led: O
by: O
Cozma: Person
rioted: O
in: O
Bucharest: Location
in: O
1990: O
and: O
1991: O
,: O
bringing: O
down: O
the: O
reformist: O
government: O
of: O
premier: O
Petre Roman: Person
.: O

***END***"
220,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

But gunmen of the left and right have killed with impunity across Antioquia for years , and there were unconfirmed reports that the latest bloodshed was the work of a right-wing paramilitary group .

###

"," But: O
gunmen: O
of: O
the: O
left: O
and: O
right: O
have: O
killed: O
with: O
impunity: O
across: O
Antioquia: Location
for: O
years: O
,: O
and: O
there: O
were: O
unconfirmed: O
reports: O
that: O
the: O
latest: O
bloodshed: O
was: O
the: O
work: O
of: O
a: O
right-wing: O
paramilitary: O
group: O
.: O

***END***"
221,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The record of four minutes , 12.56 seconds in Zurich earned Masterkova a bonus of $ 50,000 plus one kilo of gold .

###

"," The: O
record: O
of: O
four: O
minutes: O
,: O
12.56: O
seconds: O
in: O
Zurich: Location
earned: O
Masterkova: Person
a: O
bonus: O
of: O
$: O
50,000: O
plus: O
one: O
kilo: O
of: O
gold: O
.: O

***END***"
222,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

South Queensland 21 4 0 17 210 460 8

###

"," South Queensland: Organisation
21: O
4: O
0: O
17: O
210: O
460: O
8: O

***END***"
223,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Men 's singles

###

"," Men: O
's: O
singles: O

***END***"
224,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

You are a true example for the nation , "" he said .

###

"," You: O
are: O
a: O
true: O
example: O
for: O
the: O
nation: O
,: O
"": O
he: O
said: O
.: O

***END***"
225,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Roberto Carretero ( Spain ) beat Jordi Burillo ( Spain ) 6-3 4-6 6-

###

"," Roberto Carretero: Person
(: O
Spain: Location
): O
beat: O
Jordi Burillo: Person
(: O
Spain: Location
): O
6-3: O
4-6: O
6-: O

***END***"
226,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" We have not had any sightings , but we suspect he is armed , possibly with a .22 rifle and / or a self-loading shotgun .

###

"," "": O
We: O
have: O
not: O
had: O
any: O
sightings: O
,: O
but: O
we: O
suspect: O
he: O
is: O
armed: O
,: O
possibly: O
with: O
a: O
.22: O
rifle: O
and: O
/: O
or: O
a: O
self-loading: O
shotgun: O
.: O

***END***"
227,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

15-9 15-7

###

"," 15-9: O
15-7: O

***END***"
228,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Martin Stenning started a 12-week jail sentence on Thursday just as he was preparing to contest an injunction obtained by Diana banning him from coming within 300 metres ( yards ) of her .

###

"," Martin Stenning: Person
started: O
a: O
12-week: O
jail: O
sentence: O
on: O
Thursday: O
just: O
as: O
he: O
was: O
preparing: O
to: O
contest: O
an: O
injunction: O
obtained: O
by: O
Diana: Person
banning: O
him: O
from: O
coming: O
within: O
300: O
metres: O
(: O
yards: O
): O
of: O
her: O
.: O

***END***"
229,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CALIFORNIA 60 69 .465 13 1/2

###

"," CALIFORNIA: Organisation
60: O
69: O
.465: O
13: O
1/2: O

***END***"
230,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Attendance : 9,000

###

"," Attendance: O
:: O
9,000: O

***END***"
231,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

50,000

###

"," 50,000: O

***END***"
232,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Constructors ' championship :

###

"," Constructors: O
': O
championship: O
:: O

***END***"
233,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Castleford 22 9 0 13 548 599 18

###

"," Castleford: Organisation
22: O
9: O
0: O
13: O
548: O
599: O
18: O

***END***"
234,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Duncan Shiels

###

"," Duncan Shiels: Person

***END***"
235,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

WED Imphold YR EPS 172.7 170.4-175.0 115.1

###

"," WED: O
Imphold: Organisation
YR: O
EPS: O
172.7: O
170.4-175.0: O
115.1: O

***END***"
236,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Budget deficit ( HUF ) Jan-July 102 bln ( Jan-June 122 bln )

###

"," Budget: O
deficit: O
(: O
HUF: O
): O
Jan-July: O
102: O
bln: O
(: O
Jan-June: O
122: O
bln: O
): O

***END***"
237,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Els Callens ( Belgium ) beat Nicole Bradtke ( Australia ) 7-6 ( 7-1 ) 7-6 ( 9-7 )

###

"," Els Callens: Person
(: O
Belgium: Location
): O
beat: O
Nicole Bradtke: Person
(: O
Australia: Location
): O
7-6: O
(: O
7-1: O
): O
7-6: O
(: O
9-7: O
): O

***END***"
238,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

But of course those who could not read had to be shown . ""

###

"," But: O
of: O
course: O
those: O
who: O
could: O
not: O
read: O
had: O
to: O
be: O
shown: O
.: O
"": O

***END***"
239,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

GOLF - BRITISH MASTERS FIRST ROUND SCORES .

###

"," GOLF: Location
-: O
BRITISH MASTERS: Misc
FIRST: O
ROUND: O
SCORES: O
.: O

***END***"
240,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

But they are also campaigning on broader issue such as stopping the government road building programme and out-of-town superstores which they say create more traffic , pollution and damage local communities .

###

"," But: O
they: O
are: O
also: O
campaigning: O
on: O
broader: O
issue: O
such: O
as: O
stopping: O
the: O
government: O
road: O
building: O
programme: O
and: O
out-of-town: O
superstores: O
which: O
they: O
say: O
create: O
more: O
traffic: O
,: O
pollution: O
and: O
damage: O
local: O
communities: O
.: O

***END***"
241,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

No one was injures , he said .

###

"," No: O
one: O
was: O
injures: O
,: O
he: O
said: O
.: O

***END***"
242,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

4:21.715

###

"," 4:21.715: O

***END***"
